LS,AL,GA,TS,ILS
0.0018500000000001,0.00195,0.0001875,0.0014874999999999,0.0002375
0.0013624999999999,0.0028875,0.0002499999999999,0.000725,0.0
0.0241375,0.019025,0.00085,0.0102499999999999,0.0006
0.0033,0.00335,0.0,0.0,0.0
0.0144374999999999,0.0104874999999999,0.00065,0.0093625,0.00095
0.003475,0.0018874999999999,0.0003499999999999,0.0014375,0.0
0.0046249999999999,0.0020375,0.0003,0.0021249999999999,0.0
0.0037749999999999,0.002325,9.9999999999989e-05,0.0016874999999999,0.0003374999999999
0.0041499999999999,0.0025375,0.0003,0.0011999999999999,4.999999999999449e-05
0.0,0.0,0.0,0.0,0.0
0.0045125,0.0025749999999998,0.0002999999999999,0.0011124999999999,0.0
0.002425,0.0013499999999999,0.0002375,0.0014375,0.0
0.00335,4.999999999999449e-05,0.0,0.0,0.0
0.0092999999999999,0.0098374999999999,0.0,0.00575,0.0
0.005825,0.0025250000000001,0.0,0.0,0.0
0.0066749999999999,0.0065250000000001,0.0002875000000001,0.0044,0.000375
0.00195,0.00195,0.0,3.7500000000023626e-05,0.0
0.0014499999999999,0.0024999999999999,0.0,0.0,0.0
0.0032749999999999,0.00365,0.0003499999999999,0.0029249999999999,0.000275
0.0,0.0,0.0,0.0,0.0
0.00335,4.999999999999449e-05,0.0,0.0,0.0
0.009575,0.0104249999999999,0.00065,0.0056874999999999,0.0008
0.007425,0.0101124999999999,0.0004,0.0057374999999998,0.00085
0.0004999999999999,0.000475,5.000000000010552e-05,0.0001999999999999,0.0
0.0182625,0.017275,0.00055,0.0145499999999999,0.0016875
0.0033125,0.003675,0.0,0.0025374999999999,3.7500000000023626e-05
0.006075,0.0056874999999999,4.999999999999449e-05,0.0053999999999999,0.000925
0.0083249999999999,0.0047625,0.0002375000000001,0.0049124999999998,0.0016749999999999
0.0048249999999999,0.0053374999999999,0.001,0.0022999999999999,0.0
0.00155,0.0014374999999999,0.0,5.000000000010552e-05,0.0
0.0,0.0,0.0,0.0,0.0
